Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
1999-2000,Male,2 and over,All,Sodium,"3,904.70",58.1,"3,790.00","4,019.40",,,,
1999-2000,Female,2 and over,All,Sodium,"2,885.10",44,"2,798.10","2,972.10",,,,
2001-2002,All,2 and over,All,Sodium,"3,340.10",28.1,"3,284.50","3,395.70",,,,
2001-2002,Male,2 and over,All,Sodium,"3,851.30",48.1,"3,756.30","3,946.40",,,,
2001-2002,Female,2 and over,All,Sodium,"2,854.60",31.8,"2,791.80","2,917.40",,,,
2003-2004,All,2 and over,All,Sodium,"3,407.60",30.5,"3,347.40","3,467.80",,,,
2003-2004,Male,2 and over,All,Sodium,"3,918.30",45.1,"3,829.30","4,007.40",,,,
2003-2004,Female,2 and over,All,Sodium,"2,917.20",34.7,"2,848.70","2,985.60",,,,
2005-2006,All,2 and over,All,Sodium,"3,436.30",47.5,"3,342.40","3,530.10",,,,
2005-2006,Male,2 and over,All,Sodium,"4,004.70",58.3,"3,889.60","4,119.80",,,,
2005-2006,Female,2 and over,All,Sodium,"2,894.90",40.6,"2,814.60","2,975.20",,,,
2007-2008,All,2 and over,All,Sodium,"3,329.60",52.1,"3,226.70","3,432.50",,,,
2007-2008,Male,2 and over,All,Sodium,"3,851.40",72,"3,709.30","3,993.50",,,,
2007-2008,Female,2 and over,All,Sodium,"2,849.50",42,"2,766.60","2,932.50",,,,
2009-2010,All,2 and over,All,Sodium,"3,462.80",19.4,"3,424.40","3,501.10",,,,
2009-2010,Male,2 and over,All,Sodium,"4,019.30",31.6,"3,956.90","4,081.70",,,,
2009-2010,Female,2 and over,All,Sodium,"2,933.70",15.4,"2,903.40","2,964.10",,,,
2011-2012,All,2 and over,All,Sodium,"3,478.00",24.4,"3,429.80","3,526.10",,,,
2011-2012,Male,2 and over,All,Sodium,"4,023.90",45.4,"3,934.30","4,113.50",,,,
2011-2012,Female,2 and over,All,Sodium,"2,946.30",31.8,"2,883.60","3,009.00",,,,
2013-2014,All,2 and over,All,Sodium,"3,409.20",27.7,"3,354.50","3,463.80",,,,
2013-2014,Male,2 and over,All,Sodium,"3,914.60",46.2,"3,823.40","4,005.80",,,,
2013-2014,Female,2 and over,All,Sodium,"2,919.60",20.5,"2,879.10","2,960.20",,,,
2015-2016,All,2 and over,All,Sodium,"3,410.40",33.6,"3,344.00","3,476.90",,,,
2015-2016,Male,2 and over,All,Sodium,"3,898.60",56.6,"3,786.70","4,010.40",,,,
2015-2016,Female,2 and over,All,Sodium,"2,946.90",31.5,"2,884.60","3,009.20",,,,
2017-2018,All,2 and over,All,Sodium,"3,389.10",34.8,"3,320.30","3,457.90",,,,
2017-2018,Male,2 and over,All,Sodium,"3,894.60",48.4,"3,799.10","3,990.10",,,,
2017-2018,Female,2 and over,All,Sodium,"2,908.00",38.5,"2,832.00","2,983.90",,,,
1999-2000,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
1999-2000,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2 and over,All,Vitamin D,4.6,0.1,4.4,4.8,,,,
2007-2008,Male,2 and over,All,Vitamin D,5.2,0.2,4.8,5.6,,,,
2007-2008,Female,2 and over,All,Vitamin D,4,0.1,3.8,4.2,,,,
2009-2010,All,2 and over,All,Vitamin D,5.3,0.1,5.1,5.6,,,,
2009-2010,Male,2 and over,All,Vitamin D,6,0.1,5.8,6.3,,,,
2009-2010,Female,2 and over,All,Vitamin D,4.7,0.1,4.4,5,,,,
2011-2012,All,2 and over,All,Vitamin D,5,0.1,4.8,5.2,,,,
2011-2012,Male,2 and over,All,Vitamin D,5.8,0.2,5.5,6.2,,,,
2011-2012,Female,2 and over,All,Vitamin D,4.2,0.1,4,4.4,,,,
2013-2014,All,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2013-2014,Male,2 and over,All,Vitamin D,5.7,0.2,5.2,6.1,,,,
2013-2014,Female,2 and over,All,Vitamin D,4.1,0.1,4,4.3,,,,
2015-2016,All,2 and over,All,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,Male,2 and over,All,Vitamin D,5.3,0.2,4.9,5.7,,,,
2015-2016,Female,2 and over,All,Vitamin D,4.4,0.1,4.1,4.7,,,,
2017-2018,All,2 and over,All,Vitamin D,4.3,0.1,4.1,4.6,,,,
2017-2018,Male,2 and over,All,Vitamin D,4.9,0.1,4.6,5.1,,,,
2017-2018,Female,2 and over,All,Vitamin D,3.8,0.1,3.5,4.1,,,,
1999-2000,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Calcium,944.5,17.9,909.3,979.8,,,,
2009-2010,All,2 and over,Hispanic,Calcium,991.8,19.4,953.5,"1,030.10",,,,
2011-2012,All,2 and over,Hispanic,Calcium,"1,045.00",21.2,"1,003.20","1,086.80",,,,
2013-2014,All,2 and over,Hispanic,Calcium,"1,024.90",21.4,982.6,"1,067.10",,,,
2015-2016,All,2 and over,Hispanic,Calcium,972.5,15,942.8,"1,002.30",,,,
2017-2018,All,2 and over,Hispanic,Calcium,997,25.5,946.5,"1,047.40",,,,
1999-2000,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Dietary Fiber,15.9,0.4,15.2,16.7,,,,
2009-2010,All,2 and over,Hispanic,Dietary Fiber,17,0.4,16.2,17.9,,,,
2011-2012,All,2 and over,Hispanic,Dietary Fiber,18.1,0.6,17,19.2,,,,
2013-2014,All,2 and over,Hispanic,Dietary Fiber,18.2,0.6,17,19.4,,,,
2015-2016,All,2 and over,Hispanic,Dietary Fiber,17.5,0.4,16.8,18.3,,,,
2017-2018,All,2 and over,Hispanic,Dietary Fiber,18.4,0.5,17.4,19.3,,,,
1999-2000,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Iron,14.5,0.2,14.2,14.9,,,,
2009-2010,All,2 and over,Hispanic,Iron,14.5,0.2,14.1,14.9,,,,
2011-2012,All,2 and over,Hispanic,Iron,16.3,0.4,15.6,17.1,,,,
2013-2014,All,2 and over,Hispanic,Iron,14.9,0.3,14.3,15.4,,,,
2015-2016,All,2 and over,Hispanic,Iron,14.3,0.3,13.8,14.7,,,,
2017-2018,All,2 and over,Hispanic,Iron,14.5,0.3,14,15,,,,
1999-2000,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Potassium,"2,449.00",53.1,"2,344.10","2,554.00",,,,
2009-2010,All,2 and over,Hispanic,Potassium,"2,556.30",34.3,"2,488.60","2,624.10",,,,
2011-2012,All,2 and over,Hispanic,Potassium,"2,645.00",34.9,"2,576.10","2,713.90",,,,
2013-2014,All,2 and over,Hispanic,Potassium,"2,550.80",59.5,"2,433.20","2,668.30",,,,
2015-2016,All,2 and over,Hispanic,Potassium,"2,436.10",39.1,"2,358.90","2,513.40",,,,
2017-2018,All,2 and over,Hispanic,Potassium,"2,530.70",53.6,"2,424.70","2,636.60",,,,
1999-2000,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Saturated Fat,24.3,0.4,23.5,25,,,,
2009-2010,All,2 and over,Hispanic,Saturated Fat,23.3,0.4,22.6,24.1,,,,
2011-2012,All,2 and over,Hispanic,Saturated Fat,25.6,0.5,24.5,26.7,,,,
2013-2014,All,2 and over,Hispanic,Saturated Fat,26.2,0.6,24.9,27.4,,,,
2015-2016,All,2 and over,Hispanic,Saturated Fat,26.4,0.3,25.7,27.1,,,,
2017-2018,All,2 and over,Hispanic,Saturated Fat,26.1,0.6,24.9,27.3,,,,
1999-2000,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Hispanic,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Hispanic,Sodium,"3,114.50",33.3,"3,048.70","3,180.30",,,,
2009-2010,All,2 and over,Hispanic,Sodium,"3,252.30",49.3,"3,154.90","3,349.60",,,,
2011-2012,All,2 and over,Hispanic,Sodium,"3,466.20",53.8,"3,360.00","3,572.40",,,,
2013-2014,All,2 and over,Hispanic,Sodium,"3,423.90",59.7,"3,305.90","3,541.80",,,,
2015-2016,All,2 and over,Hispanic,Sodium,"3,372.30",46.9,"3,279.70","3,465.00",,,,
2017-2018,All,2 and over,Hispanic,Sodium,"3,349.70",59,"3,233.20","3,466.10",,,,
1999-2000,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2001-2002,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2003-2004,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2007-2008,All,2 and over,Hispanic,Vitamin D,4.9,0.2,4.5,5.2,,,,
2009-2010,All,2 and over,Hispanic,Vitamin D,5.2,0.1,5,5.4,,,,
2011-2012,All,2 and over,Hispanic,Vitamin D,5.3,0.2,5,5.6,,,,
2013-2014,All,2 and over,Hispanic,Vitamin D,4.8,0.2,4.5,5.1,,,,
2015-2016,All,2 and over,Hispanic,Vitamin D,4.9,0.1,4.7,5.1,,,,
2017-2018,All,2 and over,Hispanic,Vitamin D,4.6,0.2,4.3,4.9,,,,
1999-2000,All,2 and over,Mexican American,Calcium,825,17.8,789.7,860.3,,,,
2001-2002,All,2 and over,Mexican American,Calcium,920.2,24.2,872.4,968,,,,
2003-2004,All,2 and over,Mexican American,Calcium,962.7,37.6,888.5,"1,037.00",,,,
2005-2006,All,2 and over,Mexican American,Calcium,955.1,21.9,911.9,998.3,,,,
2007-2008,All,2 and over,Mexican American,Calcium,931.3,23.8,884.3,978.2,,,,
2009-2010,All,2 and over,Mexican American,Calcium,997.3,25,948,"1,046.60",,,,
2011-2012,All,2 and over,Mexican American,Calcium,"1,100.50",25.5,"1,050.10","1,150.80",,,,
2013-2014,All,2 and over,Mexican American,Calcium,"1,053.40",32.5,989.2,"1,117.50",,,,
2015-2016,All,2 and over,Mexican American,Calcium,994.8,17.4,960.3,"1,029.20",,,,
2017-2018,All,2 and over,Mexican American,Calcium,"1,026.80",23.7,980,"1,073.70",,,,
1999-2000,All,2 and over,Mexican American,Dietary Fiber,16.2,0.4,15.4,17.1,,,,
2001-2002,All,2 and over,Mexican American,Dietary Fiber,16.8,0.4,16,17.5,,,,
2003-2004,All,2 and over,Mexican American,Dietary Fiber,17.7,0.4,16.9,18.5,,,,
2005-2006,All,2 and over,Mexican American,Dietary Fiber,17.3,0.5,16.4,18.2,,,,
2007-2008,All,2 and over,Mexican American,Dietary Fiber,16.3,0.5,15.3,17.2,,,,
2009-2010,All,2 and over,Mexican American,Dietary Fiber,18.1,0.5,17.2,19.1,,,,
2011-2012,All,2 and over,Mexican American,Dietary Fiber,19,0.6,17.8,20.2,,,,
2013-2014,All,2 and over,Mexican American,Dietary Fiber,19,0.8,17.5,20.6,,,,
2015-2016,All,2 and over,Mexican American,Dietary Fiber,18.1,0.5,17.1,19,,,,
2017-2018,All,2 and over,Mexican American,Dietary Fiber,18.5,0.6,17.3,19.7,,,,
1999-2000,All,2 and over,Mexican American,Iron,14.2,0.3,13.7,14.7,,,,
2001-2002,All,2 and over,Mexican American,Iron,15.7,0.6,14.5,16.8,,,,
2003-2004,All,2 and over,Mexican American,Iron,16.5,0.4,15.7,17.3,,,,
2005-2006,All,2 and over,Mexican American,Iron,15.6,0.3,15,16.1,,,,
2007-2008,All,2 and over,Mexican American,Iron,14.4,0.2,14,14.9,,,,
2009-2010,All,2 and over,Mexican American,Iron,14.7,0.3,14.1,15.3,,,,
2011-2012,All,2 and over,Mexican American,Iron,17.4,0.5,16.5,18.3,,,,
2013-2014,All,2 and over,Mexican American,Iron,15.1,0.4,14.3,16,,,,
2015-2016,All,2 and over,Mexican American,Iron,14.7,0.4,13.8,15.5,,,,
2017-2018,All,2 and over,Mexican American,Iron,14.7,0.3,14.1,15.4,,,,
1999-2000,All,2 and over,Mexican American,Potassium,"2,555.00",42.1,"2,471.80","2,638.20",,,,
2001-2002,All,2 and over,Mexican American,Potassium,"2,614.40",51.7,"2,512.20","2,716.60",,,,
2003-2004,All,2 and over,Mexican American,Potassium,"2,722.30",59,"2,605.80","2,838.80",,,,
2005-2006,All,2 and over,Mexican American,Potassium,"2,595.50",58,"2,480.90","2,710.10",,,,
2007-2008,All,2 and over,Mexican American,Potassium,"2,421.60",68.1,"2,287.10","2,556.20",,,,
2009-2010,All,2 and over,Mexican American,Potassium,"2,583.00",47.3,"2,489.50","2,676.40",,,,
2011-2012,All,2 and over,Mexican American,Potassium,"2,676.20",39.9,"2,597.40","2,755.00",,,,
2013-2014,All,2 and over,Mexican American,Potassium,"2,549.50",72.8,"2,405.70","2,693.30",,,,
2015-2016,All,2 and over,Mexican American,Potassium,"2,434.40",43.5,"2,348.40","2,520.30",,,,
2017-2018,All,2 and over,Mexican American,Potassium,"2,488.50",50.6,"2,388.60","2,588.50",,,,
1999-2000,All,2 and over,Mexican American,Saturated Fat,24.5,0.6,23.4,25.7,,,,
2001-2002,All,2 and over,Mexican American,Saturated Fat,26.3,0.9,24.6,27.9,,,,
2003-2004,All,2 and over,Mexican American,Saturated Fat,27.9,0.8,26.3,29.5,,,,
2005-2006,All,2 and over,Mexican American,Saturated Fat,25.2,0.5,24.2,26.2,,,,
2007-2008,All,2 and over,Mexican American,Saturated Fat,24.5,0.6,23.4,25.6,,,,
2009-2010,All,2 and over,Mexican American,Saturated Fat,23.4,0.5,22.5,24.4,,,,
2011-2012,All,2 and over,Mexican American,Saturated Fat,27.2,0.6,26,28.4,,,,
2013-2014,All,2 and over,Mexican American,Saturated Fat,26.3,0.9,24.4,28.1,,,,
2015-2016,All,2 and over,Mexican American,Saturated Fat,27.2,0.4,26.4,27.9,,,,
2017-2018,All,2 and over,Mexican American,Saturated Fat,26.3,0.5,25.4,27.3,,,,
1999-2000,All,2 and over,Mexican American,Sodium,"3,006.00",53.6,"2,900.10","3,111.80",,,,
2001-2002,All,2 and over,Mexican American,Sodium,"3,169.10",90.8,"2,989.60","3,348.50",,,,
2003-2004,All,2 and over,Mexican American,Sodium,"3,395.60",69.5,"3,258.30","3,532.90",,,,
2005-2006,All,2 and over,Mexican American,Sodium,"3,162.10",71.1,"3,021.80","3,302.50",,,,
2007-2008,All,2 and over,Mexican American,Sodium,"3,097.00",49.8,"2,998.70","3,195.30",,,,
2009-2010,All,2 and over,Mexican American,Sodium,"3,206.10",74.1,"3,059.70","3,352.60",,,,
2011-2012,All,2 and over,Mexican American,Sodium,"3,583.70",54.3,"3,476.60","3,690.90",,,,
2013-2014,All,2 and over,Mexican American,Sodium,"3,481.20",92.4,"3,298.70","3,663.70",,,,
2015-2016,All,2 and over,Mexican American,Sodium,"3,441.60",45,"3,352.70","3,530.50",,,,
2017-2018,All,2 and over,Mexican American,Sodium,"3,375.80",56.7,"3,263.80","3,487.80",,,,
1999-2000,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2001-2002,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2003-2004,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2 and over,Mexican American,Vitamin D,4.9,0.3,4.3,5.4,,,,
2009-2010,All,2 and over,Mexican American,Vitamin D,5.3,0.2,5,5.6,,,,
2011-2012,All,2 and over,Mexican American,Vitamin D,5.5,0.2,5.1,5.8,,,,
2013-2014,All,2 and over,Mexican American,Vitamin D,4.6,0.2,4.3,5,,,,
2015-2016,All,2 and over,Mexican American,Vitamin D,5,0.1,4.7,5.3,,,,
2017-2018,All,2 and over,Mexican American,Vitamin D,4.8,0.1,4.5,5,,,,
1999-2000,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2009-2010,All,2 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2011-2012,All,2 and over,Non-Hispanic Asian,Calcium,831.9,16,800.2,863.6,,,,
2013-2014,All,2 and over,Non-Hispanic Asian,Calcium,786.2,27.1,732.7,839.7,,,,
2015-2016,All,2 and over,Non-Hispanic Asian,Calcium,835.9,38.6,759.7,912,,,,
2017-2018,All,2 and over,Non-Hispanic Asian,Calcium,834.7,20.7,793.8,875.6,,,,
1999-2000,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2009-2010,All,2 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2011-2012,All,2 and over,Non-Hispanic Asian,Dietary Fiber,18.1,0.5,17.2,19,,,,
2013-2014,All,2 and over,Non-Hispanic Asian,Dietary Fiber,17.8,0.6,16.6,19.1,,,,
2015-2016,All,2 and over,Non-Hispanic Asian,Dietary Fiber,18.7,0.8,17.1,20.2,,,,
2017-2018,All,2 and over,Non-Hispanic Asian,Dietary Fiber,19.5,0.8,17.8,21.1,,,,
1999-2000,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2001-2002,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2003-2004,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2005-2006,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2009-2010,All,2 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2011-2012,All,2 and over,Non-Hispanic Asian,Iron,14.2,0.3,13.6,14.7,,,,
2013-2014,All,2 and over,Non-Hispanic Asian,Iron,13.5,0.3,12.8,14.2,,,,
2015-2016,All,2 and over,Non-Hispanic Asian,Iron,14.2,0.5,13.2,15.2,,,,
