OVRL_HEALTH,SELFDESC_WEIGHT,MIN_MOD_PA,MIN_VIG_PA,DAY_STR_EXR,SUB_ANY_TOBACCO,SUB_ANY_ALCOHOL,SUB_ANY_CANNABIS,SUB_3MO_TOBACCO,SUB_3MO_ALCOHOL,SUB_3MO_CANNABIS,AGE,SUGAR_7D
Poor,Slightly underweight,300,30,0,No,Yes,Yes,,Once or twice,Never,26,0
,About the right weight,500,0,0,Yes,Yes,Yes,Never,Weekly,Never,28,0
Very Good,About the right weight,180,0,0,No,Yes,No,,Monthly,,24,1
Very Good,Very overweight,200,120,3,No,Yes,Yes,,Weekly,Once or twice,23,3
Excellent,Very underweight,75,0,0,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,23,2
Good,Slightly overweight,60,30,3,No,No,No,,,,23,6
Very Good,About the right weight,240,0,0,No,Yes,Yes,,Weekly,Never,28,1
Good,Slightly underweight,60,0,0,Yes,Yes,Yes,Never,Never,Never,31,1
Poor,Very overweight,0,0,0,Yes,Yes,Yes,Never,Monthly,Daily or almost daily,31,5
Fair,Slightly overweight,0,0,0,Yes,Yes,Yes,Never,Daily or almost daily,Never,38,4
Very Good,About the right weight,180,60,3,Yes,Yes,Yes,Never,Never,Never,23,0
Good,About the right weight,180,120,4,Yes,Yes,Yes,Daily or almost daily,Monthly,Once or twice,36,0
Very Good,About the right weight,120,30,2,No,No,No,,,,20,2
Very Good,Slightly overweight,120,180,5,No,Yes,Yes,,Monthly,Weekly,20,
Excellent,About the right weight,30,120,7,No,No,No,,,,20,1
Very Good,Slightly underweight,200,30,5,No,No,No,,,,22,0
Very Good,About the right weight,250,0,0,No,No,No,,,,40,2
Good,About the right weight,480,0,0,No,No,No,,,,21,0
Good,Slightly overweight,60,180,3,Yes,Yes,Yes,Never,Daily or almost daily,Weekly,37,0
Very Good,About the right weight,2400,240,4,Yes,Yes,Yes,Never,Once or twice,Never,21,2
Very Good,About the right weight,45,50,2,No,Yes,Yes,,Weekly,,21,1
Good,About the right weight,90,60,2,Yes,Yes,No,Daily or almost daily,Once or twice,,32,0
Good,About the right weight,45,25,7,No,No,No,,,,22,0
Fair,Slightly overweight,10,0,0,No,Yes,Yes,,Weekly,,22,2
Very Good,About the right weight,180,0,0,No,Yes,Yes,,Monthly,Never,21,5
Good,About the right weight,80,50,3,No,No,No,,,,22,4
Fair,Very underweight,120,360,1,No,Yes,Yes,,Weekly,Monthly,21,0
Good,Slightly underweight,240,240,3,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,21,3
Very Good,About the right weight,30,0,1,No,Yes,No,,Daily or almost daily,,22,3
Excellent,About the right weight,400,500,5,Yes,Yes,Yes,Once or twice,Once or twice,Monthly,21,0
Very Good,Very overweight,300,60,0,No,No,No,,,,21,5
Very Good,About the right weight,720,10,0,No,No,No,,,,22,3
Good,About the right weight,300,0,0,Yes,Yes,Yes,Daily or almost daily,Once or twice,Daily or almost daily,21,3
Good,Slightly underweight,45,30,3,Yes,Yes,No,Daily or almost daily,Once or twice,,21,1
Fair,Slightly overweight,180,300,3,No,Yes,No,,Once or twice,,22,0
Very Good,Slightly overweight,420,60,4,No,Yes,Yes,,Monthly,Never,22,0
Good,Slightly overweight,30,10,0,No,No,No,,,,22,0
Excellent,About the right weight,120,360,6,Yes,Yes,Yes,Never,Monthly,Weekly,21,0
Good,Slightly overweight,160,360,5,No,Yes,No,,Once or twice,,22,0
Fair,Very underweight,300,0,2,No,Yes,No,,Once or twice,,21,0
Very Good,Slightly overweight,360,360,2,Yes,Yes,Yes,Never,Weekly,Never,22,0
Very Good,About the right weight,60,0,0,No,No,No,,,,22,1
Very Good,Slightly underweight,180,120,4,No,Yes,No,,Monthly,,22,1
Excellent,Slightly overweight,,,1,Yes,Yes,Yes,Weekly,Once or twice,Weekly,,
Fair,Very overweight,210,30,0,Yes,Yes,Yes,Daily or almost daily,Monthly,Once or twice,25,1
Good,About the right weight,200,360,6,Yes,Yes,Yes,Monthly,Weekly,Never,21,0
Very Good,Very overweight,,,5,No,No,No,,,,21,
Very Good,Slightly underweight,180,0,0,No,No,No,,,,21,1
Excellent,Slightly overweight,200,0,0,No,No,No,,,,21,5
Very Good,About the right weight,60,0,1,Yes,Yes,No,Once or twice,Once or twice,,21,1
,About the right weight,10,0,1,No,No,No,,,,21,0
Very Good,About the right weight,210,210,3,Yes,Yes,Yes,Daily or almost daily,Monthly,Once or twice,21,1
Very Good,About the right weight,60,60,2,No,No,No,,,,22,1
Very Good,Slightly overweight,260,60,5,No,No,No,,,,21,24
Excellent,About the right weight,600,350,4,No,Yes,Yes,,Weekly,Daily or almost daily,34,0
Very Good,About the right weight,100,180,7,Yes,Yes,Yes,Never,Never,Never,22,0
Good,Slightly overweight,180,60,2,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,39,14
Excellent,About the right weight,480,60,3,No,Yes,Yes,,Once or twice,Once or twice,21,0
Excellent,Very overweight,60,0,2,Yes,Yes,No,Never,Never,,24,0
Very Good,About the right weight,1000,420,6,No,Yes,Yes,,Weekly,Monthly,21,0
Fair,Very overweight,240,45,1,No,Yes,No,,Monthly,,27,0
Good,About the right weight,180,70,3,No,Yes,No,,Once or twice,,21,3
Very Good,About the right weight,60,240,3,No,No,No,,,,21,0
Good,About the right weight,180,120,0,No,Yes,No,,Once or twice,,21,0
Good,Slightly underweight,0,150,2,No,No,No,,,,21,0
Very Good,About the right weight,120,0,4,No,No,No,,,,21,0
Good,Slightly underweight,180,0,0,No,Yes,No,,Once or twice,,21,0
Very Good,About the right weight,90,0,2,No,Yes,Yes,,Monthly,Never,22,0
Very Good,About the right weight,300,60,1,Yes,Yes,Yes,Weekly,Weekly,Daily or almost daily,21,1
Very Good,Very overweight,30,210,7,No,No,No,,,,22,1
Fair,Slightly overweight,50,0,0,Yes,Yes,Yes,Once or twice,Weekly,Never,28,2
Good,Slightly overweight,120,120,3,No,,No,,,,21,0
Very Good,Slightly overweight,14,7,4,No,No,Yes,,,Daily or almost daily,29,0
Good,About the right weight,240,120,2,Yes,Yes,Yes,Never,Once or twice,Never,60,0
Very Good,About the right weight,120,0,2,Yes,Yes,No,Never,Never,,22,0
Very Good,Very overweight,210,210,7,Yes,Yes,Yes,Never,Once or twice,Never,40,0
Excellent,Slightly overweight,300,60,1,No,Yes,No,,Once or twice,,22,0
Very Good,About the right weight,30,0,6,No,Yes,Yes,,Weekly,Never,29,0
Excellent,Slightly overweight,30,46,3,No,Yes,No,,Once or twice,,37,1
Good,About the right weight,45,45,4,No,Yes,No,,Weekly,,33,2
Good,Slightly overweight,5,4,1,Yes,No,No,Never,,,,2
Good,Very underweight,45,0,2,No,Yes,No,,Once or twice,,25,2
Fair,Very overweight,240,20,0,No,Yes,No,,Never,,23,6
Fair,Slightly overweight,60,0,0,No,Yes,No,,Once or twice,,20,1
Fair,About the right weight,100,200,2,Yes,Yes,Yes,Daily or almost daily,Once or twice,Daily or almost daily,21,1
Fair,Slightly overweight,60,10,3,Yes,Yes,No,Once or twice,Never,,20,1
Very Good,Very overweight,120,40,3,Yes,Yes,Yes,Never,Never,Daily or almost daily,58,0
Very Good,About the right weight,240,240,5,Yes,Yes,Yes,Once or twice,Weekly,Daily or almost daily,21,0
Good,About the right weight,180,50,3,No,Yes,No,,Once or twice,,21,0
Good,Slightly overweight,180,15,7,No,No,No,,,,20,1
Excellent,About the right weight,60,420,1,Yes,Yes,Yes,Never,Monthly,Weekly,43,1
Very Good,About the right weight,200,60,2,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,20,0
Very Good,Slightly overweight,200,500,7,No,No,No,,,,20,2
Good,Slightly overweight,90,0,0,No,Yes,No,,Never,,20,0
Very Good,Slightly overweight,95,15,1,No,No,No,,,,20,4
Fair,Slightly overweight,120,30,0,No,Yes,No,,Once or twice,,21,3
Good,About the right weight,60,30,3,Yes,Yes,Yes,Daily or almost daily,Monthly,Weekly,21,7
Good,Very overweight,30,0,7,Yes,Yes,Yes,Never,Never,Daily or almost daily,28,5
Very Good,About the right weight,180,0,6,Yes,Yes,Yes,Never,Monthly,Never,23,9
Fair,Slightly overweight,200,200,3,No,No,No,,,,20,0
Excellent,Slightly overweight,240,135,3,No,Yes,No,,Weekly,,60,
Good,Slightly underweight,200,200,3,Yes,Yes,Yes,Monthly,Weekly,Monthly,26,4
Very Good,About the right weight,75,30,6,No,No,No,,,,21,0
,About the right weight,60,15,4,No,No,No,,,,37,6
Fair,Very overweight,180,0,0,No,No,No,,,,20,0
Good,About the right weight,120,300,4,Yes,Yes,No,Daily or almost daily,Monthly,,20,10
Excellent,Slightly underweight,120,15,0,No,No,No,,,,20,4
Excellent,Slightly underweight,0,20,1,No,No,No,,,,20,
Poor,About the right weight,740,60,0,No,No,No,,,,36,4
Excellent,About the right weight,500,400,7,Yes,Yes,Yes,Never,Never,Never,61,2
Excellent,About the right weight,20,90,1,Yes,Yes,Yes,Weekly,Weekly,Weekly,20,1
Good,About the right weight,150,75,6,No,Yes,Yes,,Monthly,Once or twice,20,1
Excellent,Slightly overweight,180,400,6,Yes,Yes,Yes,Daily or almost daily,Once or twice,Never,26,0
Very Good,About the right weight,360,190,4,No,No,No,,,,21,0
Good,About the right weight,30,10,3,No,Yes,No,,Never,,20,7
Very Good,Slightly underweight,60,0,0,No,No,No,,,,20,0
Very Good,About the right weight,180,60,0,No,Yes,No,,Once or twice,,21,0
Very Good,Slightly overweight,60,0,2,No,No,No,,,,21,0
Very Good,About the right weight,120,240,5,Yes,Yes,No,Daily or almost daily,Weekly,,20,0
Very Good,Very overweight,240,20,2,Yes,Yes,Yes,Never,Monthly,Never,20,0
Good,About the right weight,0,0,0,No,,No,,,,20,0
Very Good,Slightly overweight,180,0,0,No,No,No,,,,20,0
Good,Slightly underweight,360,240,2,No,Yes,Yes,,Weekly,Weekly,21,0
Good,Slightly underweight,210,60,0,Yes,Yes,No,Never,Never,,52,0
Very Good,About the right weight,1800,0,0,No,No,No,,,,21,21
Very Good,Slightly underweight,15,0,7,No,Yes,No,,Monthly,,20,3
Fair,Slightly overweight,1260,60,4,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,28,1
Good,About the right weight,30,120,1,No,No,No,,,,20,1
Good,Slightly overweight,60,0,5,No,No,No,,,,20,2
Very Good,About the right weight,1500,600,3,Yes,Yes,Yes,Monthly,Daily or almost daily,Weekly,36,4
Poor,Slightly underweight,30,0,0,No,Yes,No,,Never,,20,4
Very Good,About the right weight,120,0,0,No,Yes,Yes,,Monthly,Daily or almost daily,21,2
,About the right weight,10,15,0,Yes,Yes,No,Once or twice,Weekly,,20,6
Good,Slightly underweight,180,0,1,No,Yes,Yes,,Monthly,Never,24,0
Good,Slightly overweight,180,60,0,No,Yes,Yes,,Once or twice,Once or twice,20,3
Very Good,About the right weight,120,50,0,No,Yes,Yes,,Monthly,Once or twice,20,2
Very Good,About the right weight,430,150,6,Yes,Yes,No,Never,Weekly,,25,
Good,,,,,,,,,,,,
Fair,Slightly underweight,40,100,0,No,No,No,,,,20,0
Excellent,About the right weight,60,30,2,Yes,Yes,Yes,Daily or almost daily,Monthly,Never,25,0
Fair,About the right weight,20,0,1,Yes,Yes,Yes,Never,Once or twice,Never,20,0
Good,Slightly underweight,200,120,0,Yes,Yes,Yes,Daily or almost daily,Once or twice,Daily or almost daily,21,4
Good,About the right weight,10,0,1,Yes,Yes,Yes,Weekly,Monthly,Daily or almost daily,21,2
Fair,Slightly underweight,200,0,0,No,No,No,,,,41,0
Very Good,About the right weight,600,120,0,No,Yes,Yes,,Weekly,Daily or almost daily,29,14
Very Good,Slightly overweight,60,0,0,No,Yes,No,,Once or twice,,21,1
Very Good,About the right weight,40,20,2,No,No,No,,,,20,
Good,About the right weight,600,60,7,Yes,Yes,Yes,Monthly,Weekly,Daily or almost daily,23,0
Very Good,About the right weight,900,600,5,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,22,2
Good,Slightly overweight,120,60,1,No,Yes,Yes,,Weekly,Weekly,20,0
Excellent,About the right weight,200,150,3,No,No,No,,,,20,1
Excellent,About the right weight,300,300,6,No,No,No,,,,20,12
Very Good,Slightly overweight,30,,0,No,No,No,,,,21,3
Good,Slightly overweight,60,0,2,No,No,No,,,,58,0
Excellent,About the right weight,300,600,6,No,No,No,,,,20,0
Very Good,About the right weight,240,300,4,No,Yes,Yes,,Monthly,Never,20,0
Good,Very underweight,30,60,0,No,No,No,,,,20,1
Good,Slightly underweight,20,20,2,No,No,No,,,,20,1
Excellent,About the right weight,420,160,3,No,No,No,,,,26,2
Very Good,About the right weight,90,90,3,Yes,Yes,Yes,Never,Once or twice,Once or twice,40,2
Fair,Slightly overweight,120,0,0,No,Yes,No,,Never,,20,0
Good,Slightly overweight,60,20,0,No,Yes,Yes,,Once or twice,Never,20,0
Very Good,Slightly overweight,840,0,0,Yes,Yes,Yes,Never,Once or twice,Never,20,5
Good,Slightly overweight,390,0,0,No,Yes,Yes,,Weekly,Monthly,20,0
Excellent,Slightly overweight,400,0,2,No,Yes,Yes,,Once or twice,Once or twice,20,0
Good,Slightly underweight,15,60,3,Yes,No,No,Never,,,56,2
Very Good,About the right weight,65,70,0,No,No,No,,,,20,2
Good,Slightly overweight,240,540,5,No,Yes,Yes,,Monthly,Monthly,21,0
Very Good,Slightly underweight,1300,200,1,Yes,Yes,Yes,Daily or almost daily,Weekly,Never,32,3
Very Good,About the right weight,7,3,4,,,,,,,,0
Very Good,About the right weight,400,0,0,No,No,No,,,,20,3
Good,About the right weight,300,0,3,Yes,Yes,No,Daily or almost daily,Once or twice,,23,0
Very Good,Slightly overweight,300,100,2,Yes,Yes,Yes,Weekly,Monthly,Never,21,2
Very Good,Slightly overweight,500,60,0,No,No,No,,,,21,0
Excellent,About the right weight,150,60,4,No,Yes,Yes,,Monthly,Weekly,31,0
Fair,Very overweight,240,0,0,No,Yes,No,,Never,,41,24
Fair,Slightly overweight,600,0,0,No,Yes,No,,Monthly,,20,0
Good,Slightly overweight,60,30,2,No,No,No,,,,26,3
Very Good,About the right weight,280,,0,No,No,No,,,,24,2
Good,About the right weight,60,210,3,No,No,No,,,,26,0
Very Good,About the right weight,150,720,7,Yes,Yes,Yes,Daily or almost daily,Weekly,Monthly,21,14
Excellent,Slightly underweight,30,2,1,No,Yes,No,,Monthly,,20,10
Fair,About the right weight,100,200,7,No,Yes,Yes,,Daily or almost daily,Never,31,5
Good,Slightly overweight,30,60,0,No,No,No,,,,33,1
Very Good,,,,,No,No,No,,,,20,1
Good,Very overweight,40,40,6,No,No,No,,,,20,4
Excellent,Slightly underweight,1000,180,2,No,Yes,Yes,,Once or twice,Once or twice,23,1
Very Good,About the right weight,280,60,3,No,Yes,Yes,,Weekly,Daily or almost daily,32,1
Excellent,Slightly underweight,360,120,2,No,No,No,,,,26,20
Very Good,About the right weight,180,45,2,No,Yes,Yes,,Once or twice,Monthly,23,2
Excellent,Slightly overweight,80,300,7,Yes,Yes,Yes,Never,Once or twice,Never,33,20
Good,Very overweight,420,0,3,Yes,Yes,Yes,Weekly,Once or twice,Never,32,2
Excellent,About the right weight,200,200,5,Yes,No,No,Once or twice,,,26,4
Very Good,About the right weight,180,180,3,Yes,Yes,No,Never,Once or twice,,41,12
Very Good,Slightly overweight,30,0,0,Yes,Yes,Yes,Never,Never,Never,54,0
Very Good,About the right weight,140,120,4,Yes,Yes,Yes,Monthly,Daily or almost daily,Daily or almost daily,32,0
Very Good,About the right weight,40,50,2,Yes,Yes,Yes,Weekly,Weekly,Once or twice,27,7
Very Good,About the right weight,120,180,2,Yes,Yes,Yes,Never,Weekly,Once or twice,31,14
Good,Slightly overweight,120,180,3,Yes,Yes,Yes,Never,Weekly,Never,38,1
Good,About the right weight,90,10,5,Yes,Yes,Yes,Weekly,Once or twice,Monthly,24,0
Fair,About the right weight,120,0,2,Yes,No,No,Never,,,23,0
Very Good,About the right weight,31,31,1,No,No,No,,,,20,1
Fair,Slightly overweight,200,60,5,No,Yes,Yes,,Weekly,Monthly,40,1
Good,About the right weight,120,30,2,Yes,Yes,Yes,Once or twice,Weekly,Daily or almost daily,27,0
Fair,Slightly underweight,60,60,1,No,Yes,Yes,,Weekly,Monthly,24,5
Excellent,About the right weight,320,120,,No,No,No,,,,20,0
Good,Slightly overweight,60,190,2,Yes,Yes,No,Never,Never,,31,2
Very Good,About the right weight,60,100,2,No,No,No,,,,19,4
Good,Slightly overweight,0,0,0,No,Yes,No,,Never,,23,1
Fair,Slightly overweight,25,45,0,No,Yes,No,,Once or twice,,19,1
Very Good,About the right weight,305,60,7,No,No,No,,,,26,2
,Slightly overweight,30,30,3,Yes,Yes,Yes,Weekly,Weekly,Daily or almost daily,22,0
Good,Slightly overweight,20,15,1,Yes,Yes,Yes,Weekly,Daily or almost daily,Once or twice,38,1
Good,About the right weight,150,60,3,No,No,No,,,,19,4
Very Good,About the right weight,100,60,7,No,No,No,,,,19,0
Good,Slightly overweight,60,0,2,No,No,No,,,,29,7
Very Good,About the right weight,20,0,0,Yes,Yes,Yes,Never,Once or twice,Never,19,0
Very Good,About the right weight,90,60,4,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,25,2
Very Good,About the right weight,140,0,0,Yes,Yes,Yes,Once or twice,Monthly,Never,26,0
Very Good,Slightly overweight,240,120,1,No,Yes,No,,Once or twice,,32,3
Good,Slightly underweight,180,0,0,No,Yes,Yes,,Once or twice,Once or twice,23,1
Good,About the right weight,210,0,7,No,No,No,,,,19,0
Excellent,About the right weight,60,30,5,No,Yes,Yes,,Never,Never,20,0
Very Good,About the right weight,60,0,0,Yes,Yes,Yes,Never,Daily or almost daily,Never,29,0
Very Good,About the right weight,840,420,5,Yes,Yes,Yes,Never,Monthly,Daily or almost daily,29,0
Very Good,About the right weight,80,240,3,No,Yes,Yes,,Never,Never,21,1
Very Good,Very underweight,50,60,4,No,,,,,,41,8
Good,Slightly overweight,30,0,0,Yes,Yes,Yes,Once or twice,Monthly,Monthly,60,2
Fair,Slightly overweight,0,45,0,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,20,6
Excellent,Slightly underweight,400,400,5,No,No,No,,,,19,0
Good,About the right weight,120,60,5,No,Yes,No,,Never,,21,1
Good,About the right weight,,,,,,,,,,19,
Very Good,Slightly underweight,360,100,2,No,Yes,No,,Once or twice,,19,0
Excellent,About the right weight,200,10,1,Yes,Yes,Yes,Daily or almost daily,Once or twice,Daily or almost daily,23,5
Good,About the right weight,150,40,0,No,Yes,No,,Once or twice,,19,5
Fair,Slightly overweight,280,30,6,No,No,No,,,,20,1
Good,Slightly overweight,240,180,3,Yes,Yes,Yes,Once or twice,Monthly,Daily or almost daily,24,0
Good,Slightly overweight,180,10,2,Yes,Yes,Yes,Once or twice,Weekly,Monthly,23,5
Excellent,Slightly underweight,45,0,0,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,19,10
Very Good,About the right weight,450,60,4,No,Yes,Yes,,Monthly,Monthly,19,0
Very Good,About the right weight,420,60,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Daily or almost daily,35,3
Very Good,About the right weight,120,450,6,No,No,No,,,,19,0
Very Good,Very underweight,16,8,2,No,No,No,,,,22,1
Good,Very overweight,90,0,0,No,Yes,No,,Never,,57,5
Good,Very overweight,120,0,0,Yes,Yes,Yes,Once or twice,Weekly,Never,41,2
Very Good,About the right weight,60,0,0,Yes,Yes,Yes,Never,Once or twice,Never,22,0
Very Good,Slightly overweight,150,90,3,Yes,Yes,Yes,Monthly,Monthly,Daily or almost daily,23,1
Good,About the right weight,180,0,0,No,No,No,,,,19,2
Excellent,Slightly underweight,60,60,2,Yes,Yes,No,Never,Once or twice,,32,8
Very Good,About the right weight,30,0,0,No,Yes,No,,Once or twice,,19,1
Good,About the right weight,70,0,0,No,No,No,,,,22,0
Good,About the right weight,60,250,3,No,No,No,,,,22,0
Fair,About the right weight,1800,600,0,No,Yes,No,,Once or twice,,19,1
Excellent,About the right weight,60,0,6,No,No,No,,,,20,
,About the right weight,400,200,5,No,No,No,,,,26,0
Good,Slightly underweight,150,60,2,No,Yes,No,,Once or twice,,19,4
Good,About the right weight,4600,120,3,Yes,Yes,Yes,Weekly,Weekly,Weekly,23,0
Fair,Slightly overweight,120,20,2,No,No,No,,,,19,0
Good,Slightly overweight,5,5,3,No,No,No,,,,19,2
Fair,Slightly overweight,90,10,2,Yes,Yes,Yes,Monthly,Once or twice,Daily or almost daily,19,5
Very Good,Slightly underweight,120,30,1,No,No,No,,,,,1
Good,About the right weight,560,0,0,Yes,Yes,Yes,Monthly,Once or twice,Once or twice,19,7
Excellent,About the right weight,320,100,6,No,No,No,,,,19,0
Very Good,About the right weight,180,0,2,No,No,No,,,,24,1
Good,Very overweight,60,0,0,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,19,7
Good,About the right weight,200,100,5,No,Yes,No,,Weekly,,21,0
Good,About the right weight,600,500,4,No,Yes,Yes,,Monthly,Daily or almost daily,19,1
,Slightly overweight,120,0,0,No,No,No,,,,19,2
Excellent,About the right weight,60,50,4,No,No,No,,,,22,0
Very Good,About the right weight,0,0,0,Yes,Yes,Yes,Daily or almost daily,Once or twice,Never,40,1
Very Good,Slightly overweight,1260,480,7,No,Yes,Yes,,Weekly,Weekly,20,1
Fair,Slightly underweight,85,0,0,No,No,No,,,,19,0
Very Good,Slightly overweight,210,70,2,No,Yes,No,,Never,,20,0
Very Good,About the right weight,1500,400,5,No,Yes,Yes,,Weekly,Once or twice,38,24
Good,Slightly overweight,60,60,2,Yes,Yes,Yes,Never,Daily or almost daily,Daily or almost daily,37,2
Fair,Very overweight,840,0,0,No,Yes,No,,Once or twice,,39,28
Very Good,Slightly underweight,360,200,4,Yes,Yes,Yes,Never,Monthly,Once or twice,25,0
Good,About the right weight,150,3000,5,No,No,No,,,,19,0
Excellent,About the right weight,200,300,1,Yes,Yes,Yes,Weekly,Once or twice,Weekly,19,1
,About the right weight,70,20,7,No,No,No,,,,19,1
Very Good,About the right weight,90,0,2,Yes,Yes,No,Weekly,Once or twice,,19,3
Good,About the right weight,420,25,7,No,No,,,,,20,0
Very Good,About the right weight,420,90,3,Yes,Yes,Yes,Never,Weekly,Weekly,28,1
Excellent,About the right weight,240,0,0,No,Yes,No,,Weekly,,25,0
Fair,About the right weight,80,0,2,No,No,No,,,,19,1
Good,Slightly overweight,120,120,2,No,Yes,Yes,,Once or twice,Never,41,0
Good,Slightly overweight,20,45,3,No,No,No,,,,20,10
Very Good,Very overweight,360,120,5,Yes,Yes,Yes,Never,Never,Never,27,0
Very Good,About the right weight,30,0,2,No,No,No,,,,20,0
Excellent,About the right weight,400,240,1,Yes,Yes,Yes,Once or twice,Monthly,Never,27,6
Very Good,Very underweight,200,420,5,Yes,Yes,Yes,Daily or almost daily,Weekly,Monthly,20,0
Very Good,About the right weight,10,0,0,No,Yes,Yes,,Once or twice,Daily or almost daily,19,2
Very Good,Slightly underweight,20,,0,Yes,Yes,Yes,Once or twice,Weekly,Never,24,3
Very Good,Slightly underweight,550,180,1,Yes,No,No,Monthly,,,21,1
Fair,Slightly overweight,180,0,0,No,Yes,Yes,,Monthly,Once or twice,34,0
Very Good,Slightly overweight,60,60,2,No,Yes,No,,Weekly,,23,0
Poor,About the right weight,240,30,6,No,Yes,Yes,,Once or twice,Never,24,2
Fair,Very overweight,0,0,0,No,Yes,No,,Never,,24,0
Fair,Very overweight,30,30,4,No,Yes,Yes,,Monthly,Monthly,23,3
Fair,Slightly overweight,380,89,5,Yes,Yes,Yes,Once or twice,Never,Weekly,25,2
Good,Slightly underweight,420,0,2,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,23,1
Excellent,About the right weight,120,120,4,Yes,Yes,No,Daily or almost daily,Weekly,,23,0
Excellent,Slightly overweight,60,60,0,Yes,Yes,Yes,Never,Monthly,Never,32,0
Very Good,Very overweight,10,0,0,No,No,No,,,,19,2
Fair,Slightly overweight,120,0,0,No,No,No,,,,20,0
Very Good,About the right weight,45,0,1,No,No,No,,,,37,3
Good,Slightly underweight,100,250,0,No,No,No,,,,23,0
Very Good,About the right weight,60,20,0,No,No,No,,,,27,0
Good,About the right weight,300,150,0,Yes,Yes,Yes,Once or twice,Daily or almost daily,Monthly,25,9
Good,Slightly overweight,45,15,2,No,No,No,,,,21,0
Very Good,About the right weight,45,0,0,No,No,No,,,,19,1
Poor,About the right weight,300,300,5,No,No,No,,,,38,7
Very Good,Slightly overweight,1260,420,5,Yes,Yes,Yes,Monthly,Weekly,Weekly,21,1
Very Good,Very overweight,2400,180,3,No,Yes,No,,Once or twice,,31,1
Good,About the right weight,14,0,0,No,Yes,No,,Never,,34,10
Excellent,About the right weight,0,0,0,No,Yes,Yes,,Never,Daily or almost daily,24,1
Good,About the right weight,120,60,0,Yes,Yes,Yes,Never,Never,Weekly,43,0
Fair,Slightly underweight,240,120,0,No,No,Yes,,,Once or twice,23,0
Very Good,Slightly overweight,1500,100,1,Yes,Yes,Yes,Never,Never,Never,53,1
Good,About the right weight,23,53,4,No,No,Yes,,,Daily or almost daily,25,0
Very Good,About the right weight,1260,500,2,No,Yes,No,,Once or twice,,21,0
Very Good,About the right weight,210,120,1,No,Yes,No,,Monthly,,24,2
Excellent,About the right weight,720,360,5,No,Yes,Yes,,Once or twice,Weekly,21,0
Fair,Slightly overweight,0,0,0,No,Yes,No,,Once or twice,,26,5
,About the right weight,240,60,4,No,Yes,No,,Never,,49,0
Very Good,Slightly overweight,30,15,3,No,No,No,,,,21,2
,Very overweight,60,0,2,Yes,Yes,Yes,Never,Never,Never,26,0
Excellent,Slightly overweight,420,0,0,Yes,No,Yes,Daily or almost daily,,Weekly,27,1
Good,About the right weight,600,300,0,Yes,Yes,Yes,Never,Monthly,Monthly,32,1
Very Good,Slightly overweight,320,180,2,No,No,No,,,,23,6
,Slightly overweight,60,360,5,No,Yes,No,,Never,,23,0
Good,Slightly overweight,560,60,2,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,38,0
Good,About the right weight,40,0,0,No,Yes,No,,Once or twice,,21,1
Good,About the right weight,420,420,5,No,,No,,,,18,4
Very Good,About the right weight,300,60,1,No,Yes,Yes,,Weekly,Once or twice,25,5
Very Good,About the right weight,200,1200,1,Yes,Yes,Yes,Weekly,Weekly,Weekly,19,1
Very Good,Slightly overweight,60,180,0,Yes,Yes,Yes,Never,Once or twice,Never,20,
Good,Slightly overweight,0,120,4,No,No,Yes,,,Monthly,19,0
Excellent,Slightly overweight,60,30,3,Yes,Yes,Yes,Once or twice,Weekly,Never,21,0
Very Good,About the right weight,180,0,0,No,No,No,,,,20,1
Good,About the right weight,120,120,3,Yes,Yes,No,Never,Weekly,,30,3
Poor,Slightly overweight,0,0,0,Yes,Yes,Yes,Never,Never,Weekly,28,0
Fair,Slightly overweight,240,250,4,No,Yes,No,,Weekly,,29,24
Excellent,About the right weight,240,150,2,No,No,No,,,,31,0
Excellent,Slightly overweight,60,120,5,No,Yes,Yes,,Monthly,Once or twice,27,2
Good,Slightly underweight,50,150,0,No,No,No,,,,21,0
Very Good,Slightly overweight,260,0,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Monthly,36,0
Good,Slightly overweight,500,500,1,No,No,No,,,,26,5
Fair,Very overweight,1000,1000,2,No,No,No,,,,32,5
Very Good,About the right weight,200,60,0,No,Yes,Yes,,Once or twice,Daily or almost daily,19,3
Very Good,Slightly overweight,480,0,0,No,Yes,No,,Once or twice,,22,0
Very Good,About the right weight,120,60,5,Yes,Yes,No,Weekly,Weekly,,22,3
Good,Slightly overweight,30,0,0,No,No,No,,,,48,10
Good,Very overweight,60,0,0,No,No,No,,,,49,0
